Level,id,RealClass,parent_id,ParentClass,grandparent_id,GrandparentClass
8,n02484322,monkey,n02469914,primate,n01886756,placental
9,n02484473,old world monkey,n02484322,monkey,n02469914,primate
10,n02488702,colobus,n02484473,old world monkey,n02484322,monkey
10,n02484975,guenon,n02484473,old world monkey,n02484322,monkey
10,n02489166,proboscis monkey,n02484473,old world monkey,n02484322,monkey
10,n02486261,patas,n02484473,old world monkey,n02484322,monkey
10,n02486410,baboon,n02484473,old world monkey,n02484322,monkey
10,n02487347,macaque,n02484473,old world monkey,n02484322,monkey
10,n02488291,langur,n02484473,old world monkey,n02484322,monkey
9,n02489589,new world monkey,n02484322,monkey,n02469914,primate
10,n02493509,titi,n02489589,new world monkey,n02484322,monkey
10,n02494079,squirrel monkey,n02489589,new world monkey,n02484322,monkey
10,n02493793,spider monkey,n02489589,new world monkey,n02484322,monkey
10,n02492035,capuchin,n02489589,new world monkey,n02484322,monkey
10,n02492660,howler monkey,n02489589,new world monkey,n02484322,monkey
10,n02490219,marmoset,n02489589,new world monkey,n02484322,monkey
7,n02075296,carnivore,n01886756,placental,n01861778,mammal
8,n02131653,bear,n02075296,carnivore,n01886756,placental
9,n02132136,brown bear,n02131653,bear,n02075296,carnivore
9,n02134084,ice bear,n02131653,bear,n02075296,carnivore
9,n02133161,american black bear,n02131653,bear,n02075296,carnivore
9,n02134418,sloth bear,n02131653,bear,n02075296,carnivore
8,n02441326,musteline mammal,n02075296,carnivore,n01886756,placental
9,n02447366,badger,n02441326,musteline mammal,n02075296,carnivore
9,n02442845,mink,n02441326,musteline mammal,n02075296,carnivore
9,n02443484,black-footed ferret,n02441326,musteline mammal,n02075296,carnivore
9,n02445715,skunk,n02441326,musteline mammal,n02075296,carnivore
9,n02441942,weasel,n02441326,musteline mammal,n02075296,carnivore
9,n02443114,polecat,n02441326,musteline mammal,n02075296,carnivore
9,n02444819,otter,n02441326,musteline mammal,n02075296,carnivore
8,n02507649,procyonid,n02075296,carnivore,n01886756,placental
9,n02509815,lesser panda,n02507649,procyonid,n02075296,carnivore
9,n02510455,giant panda,n02507649,procyonid,n02075296,carnivore
8,n02134971,viverrine,n02075296,carnivore,n01886756,placental
9,n02138441,meerkat,n02134971,viverrine,n02075296,carnivore
9,n02137549,mongoose,n02134971,viverrine,n02075296,carnivore
8,n02083346,canine,n02075296,carnivore,n01886756,placental
9,n02115335,wild dog,n02083346,canine,n02075296,carnivore
10,n02115913,dhole,n02115335,wild dog,n02083346,canine
10,n02115641,dingo,n02115335,wild dog,n02083346,canine
10,n02116738,african hunting dog,n02115335,wild dog,n02083346,canine
9,n02117135,hyena,n02083346,canine,n02075296,carnivore
9,n02118333,fox,n02083346,canine,n02075296,carnivore
10,n02119789,kit fox,n02118333,fox,n02083346,canine
10,n02119022,red fox,n02118333,fox,n02083346,canine
10,n02120505,grey fox,n02118333,fox,n02083346,canine
10,n02120079,arctic fox,n02118333,fox,n02083346,canine
9,n02114100,wolf,n02083346,canine,n02075296,carnivore
10,n02114712,red wolf,n02114100,wolf,n02083346,canine
10,n02114855,coyote,n02114100,wolf,n02083346,canine
10,n02114548,white wolf,n02114100,wolf,n02083346,canine
10,n02114367,timber wolf,n02114100,wolf,n02083346,canine
8,n02120997,feline,n02075296,carnivore,n01886756,placental
9,n02127808,big cat,n02120997,feline,n02075296,carnivore
10,n02128925,jaguar,n02127808,big cat,n02120997,feline
10,n02129604,tiger,n02127808,big cat,n02120997,feline
10,n02128385,leopard,n02127808,big cat,n02120997,feline
10,n02128757,snow leopard,n02127808,big cat,n02120997,feline
10,n02129165,lion,n02127808,big cat,n02120997,feline
10,n02130308,cheetah,n02127808,big cat,n02120997,feline
9,n02121620,cat,n02120997,feline,n02075296,carnivore
10,n02124623,wildcat,n02121620,cat,n02120997,feline
11,n02125311,cougar,n02124623,wildcat,n02121620,cat
11,n02127052,lynx,n02124623,wildcat,n02121620,cat
7,n02062017,aquatic mammal,n01886756,placental,n01861778,mammal
8,n02073250,sea cow,n02062017,aquatic mammal,n01886756,placental
9,n02074367,dugong,n02073250,sea cow,n02062017,aquatic mammal
8,n02075927,pinniped mammal,n02062017,aquatic mammal,n01886756,placental
9,n02076196,seal,n02075927,pinniped mammal,n02062017,aquatic mammal
10,n02076779,eared seal,n02076196,seal,n02075927,pinniped mammal
11,n02077923,sea lion,n02076779,eared seal,n02076196,seal
8,n02062430,cetacean,n02062017,aquatic mammal,n01886756,placental
9,n02062744,whale,n02062430,cetacean,n02062017,aquatic mammal
10,n02066707,toothed whale,n02062744,whale,n02062430,cetacean
11,n02068974,dolphin,n02066707,toothed whale,n02062744,whale
12,n02071294,killer whale,n02068974,dolphin,n02066707,toothed whale
10,n02063224,baleen whale,n02062744,whale,n02062430,cetacean
11,n02066245,grey whale,n02063224,baleen whale,n02062744,whale
7,n02370806,ungulate,n01886756,placental,n01861778,mammal
8,n02373336,odd-toed ungulate,n02370806,ungulate,n01886756,placental
9,n02374149,equine,n02373336,odd-toed ungulate,n02370806,ungulate
10,n02391049,zebra,n02374149,equine,n02373336,odd-toed ungulate
10,n02374451,horse,n02374149,equine,n02373336,odd-toed ungulate
11,n02389026,sorrel,n02374451,horse,n02374149,equine
8,n02394477,even-toed ungulate,n02370806,ungulate,n01886756,placental
9,n02437136,camel,n02394477,even-toed ungulate,n02370806,ungulate
10,n02437312,arabian camel,n02437136,camel,n02394477,even-toed ungulate
9,n02399000,ruminant,n02394477,even-toed ungulate,n02370806,ungulate
10,n02401031,bovid,n02399000,ruminant,n02394477,even-toed ungulate
11,n02411705,sheep,n02401031,bovid,n02399000,ruminant
12,n02412080,ram,n02411705,sheep,n02401031,bovid
11,n02419796,antelope,n02401031,bovid,n02399000,ruminant
12,n02423022,gazelle,n02419796,antelope,n02401031,bovid
12,n02422699,impala,n02419796,antelope,n02401031,bovid
12,n02422106,hartebeest,n02419796,antelope,n02401031,bovid
11,n02414578,wild sheep,n02401031,bovid,n02399000,ruminant
12,n02415435,mountain sheep,n02414578,wild sheep,n02401031,bovid
13,n02415577,bighorn,n02415435,mountain sheep,n02414578,wild sheep
11,n02416519,goat,n02401031,bovid,n02399000,ruminant
12,n02417534,wild goat,n02416519,goat,n02401031,bovid
13,n02417914,ibex,n02417534,wild goat,n02416519,goat
11,n02410509,bison,n02401031,bovid,n02399000,ruminant
11,n02407959,old world buffalo,n02401031,bovid,n02399000,ruminant
12,n02408429,water buffalo,n02407959,old world buffalo,n02401031,bovid
11,n02402010,bovine,n02401031,bovid,n02399000,ruminant
12,n02402425,cattle,n02402010,bovine,n02401031,bovid
13,n02403003,ox,n02402425,cattle,n02402010,bovine
9,n02398521,hippopotamus,n02394477,even-toed ungulate,n02370806,ungulate
9,n02437616,llama,n02394477,even-toed ungulate,n02370806,ungulate
9,n02395003,swine,n02394477,even-toed ungulate,n02370806,ungulate
10,n02396427,wild boar,n02395003,swine,n02394477,even-toed ungulate
10,n02397096,warthog,n02395003,swine,n02394477,even-toed ungulate
10,n02395406,hog,n02395003,swine,n02394477,even-toed ungulate
7,n02453611,edentate,n01886756,placental,n01861778,mammal
8,n02456962,sloth,n02453611,edentate,n01886756,placental
9,n02457408,three-toed sloth,n02456962,sloth,n02453611,edentate
8,n02454379,armadillo,n02453611,edentate,n01886756,placental
7,n02453108,pachyderm,n01886756,placental,n01861778,mammal
8,n02503517,elephant,n02453108,pachyderm,n01886756,placental
9,n02504458,african elephant,n02503517,elephant,n02453108,pachyderm
9,n02504013,indian elephant,n02503517,elephant,n02453108,pachyderm
7,n02329401,rodent,n01886756,placental,n01861778,mammal
8,n02346627,porcupine,n02329401,rodent,n01886756,placental
8,n02364520,cavy,n02329401,rodent,n01886756,placental
9,n02364673,guinea pig,n02364520,cavy,n02329401,rodent
8,n02342885,hamster,n02329401,rodent,n01886756,placental
8,n02355227,squirrel,n02329401,rodent,n01886756,placental
9,n02355477,tree squirrel,n02355227,squirrel,n02329401,rodent
10,n02356798,fox squirrel,n02355477,tree squirrel,n02355227,squirrel
8,n02361337,marmot,n02329401,rodent,n01886756,placental
8,n02363005,beaver,n02329401,rodent,n01886756,placental
6,n01871265,tusker,n01861778,mammal,n01471682,vertebrate
6,n01871543,prototherian,n01861778,mammal,n01471682,vertebrate
7,n01871875,monotreme,n01871543,prototherian,n01861778,mammal
8,n01872401,echidna,n01871875,monotreme,n01871543,prototherian
8,n01873310,platypus,n01871875,monotreme,n01871543,prototherian
6,n01873982,metatherian,n01861778,mammal,n01471682,vertebrate
7,n01874434,marsupial,n01873982,metatherian,n01861778,mammal
8,n01881171,phalanger,n01874434,marsupial,n01873982,metatherian
9,n01882714,koala,n01881171,phalanger,n01874434,marsupial
8,n01877134,kangaroo,n01874434,marsupial,n01873982,metatherian
9,n01877812,wallaby,n01877134,kangaroo,n01874434,marsupial
8,n01883070,wombat,n01874434,marsupial,n01873982,metatherian
5,n01503061,bird,n01471682,vertebrate,n01466257,chordate
6,n01514668,cock,n01503061,bird,n01471682,vertebrate
6,n01514859,hen,n01503061,bird,n01471682,vertebrate
6,n01517565,ratite,n01503061,bird,n01471682,vertebrate
7,n01518878,ostrich,n01517565,ratite,n01503061,bird
6,n01524359,passerine,n01503061,bird,n01471682,vertebrate
7,n01525720,oscine,n01524359,passerine,n01503061,bird
8,n01529672,finch,n01525720,oscine,n01524359,passerine
9,n01530575,brambling,n01529672,finch,n01525720,oscine
9,n01531178,goldfinch,n01529672,finch,n01525720,oscine
9,n01532829,house finch,n01529672,finch,n01525720,oscine
9,n01534433,junco,n01529672,finch,n01525720,oscine
9,n01537134,bunting,n01529672,finch,n01525720,oscine
10,n01537544,indigo bunting,n01537134,bunting,n01529672,finch
8,n01557185,thrush,n01525720,oscine,n01524359,passerine
9,n01558993,robin,n01557185,thrush,n01525720,oscine
9,n01560105,nightingale,n01557185,thrush,n01525720,oscine
10,n01560419,bulbul,n01560105,nightingale,n01557185,thrush
8,n01578575,corvine bird,n01525720,oscine,n01524359,passerine
9,n01580077,jay,n01578575,corvine bird,n01525720,oscine
9,n01582220,magpie,n01578575,corvine bird,n01525720,oscine
8,n01591697,titmouse,n01525720,oscine,n01524359,passerine
9,n01592084,chickadee,n01591697,titmouse,n01525720,oscine
8,n01601694,water ouzel,n01525720,oscine,n01524359,passerine
6,n01604330,bird of prey,n01503061,bird,n01471682,vertebrate
7,n01605630,hawk,n01604330,bird of prey,n01503061,bird
8,n01608432,kite,n01605630,hawk,n01604330,bird of prey
7,n01613294,eagle,n01604330,bird of prey,n01503061,bird
8,n01614925,bald eagle,n01613294,eagle,n01604330,bird of prey
7,n01616318,vulture,n01604330,bird of prey,n01503061,bird
7,n01621127,owl,n01604330,bird of prey,n01503061,bird
8,n01622779,great grey owl,n01621127,owl,n01604330,bird of prey
6,n01789386,gallinaceous bird,n01503061,bird,n01471682,vertebrate
7,n02153203,game bird,n01789386,gallinaceous bird,n01503061,bird
8,n01795088,grouse,n02153203,game bird,n01789386,gallinaceous bird
9,n01795545,black grouse,n01795088,grouse,n02153203,game bird
9,n01796340,ptarmigan,n01795088,grouse,n02153203,game bird
9,n01797886,ruffed grouse,n01795088,grouse,n02153203,game bird
9,n01798484,prairie chicken,n01795088,grouse,n02153203,game bird
8,n01802721,phasianid,n02153203,game bird,n01789386,gallinaceous bird
9,n01803078,pheasant,n01802721,phasianid,n02153203,game bird
10,n01805801,peafowl,n01803078,pheasant,n01802721,phasianid
11,n01806143,peacock,n01805801,peafowl,n01803078,pheasant
9,n01806567,quail,n01802721,phasianid,n02153203,game bird
9,n01807496,partridge,n01802721,phasianid,n02153203,game bird
6,n01816887,parrot,n01503061,bird,n01471682,vertebrate
7,n01817953,african grey,n01816887,parrot,n01503061,bird
7,n01818515,macaw,n01816887,parrot,n01503061,bird
7,n01819115,cockatoo,n01816887,parrot,n01503061,bird
8,n01819313,sulphur-crested cockatoo,n01819115,cockatoo,n01816887,parrot
7,n01820348,lory,n01816887,parrot,n01503061,bird
8,n01820546,lorikeet,n01820348,lory,n01816887,parrot
6,n01822602,cuculiform bird,n01503061,bird,n01471682,vertebrate
7,n01823013,cuckoo,n01822602,cuculiform bird,n01503061,bird
8,n01824575,coucal,n01823013,cuckoo,n01822602,cuculiform bird
6,n01825930,coraciiform bird,n01503061,bird,n01471682,vertebrate
7,n01828970,bee eater,n01825930,coraciiform bird,n01503061,bird
7,n01829413,hornbill,n01825930,coraciiform bird,n01503061,bird
6,n01831712,apodiform bird,n01503061,bird,n01471682,vertebrate
7,n01833805,hummingbird,n01831712,apodiform bird,n01503061,bird
6,n01838038,piciform bird,n01503061,bird,n01471682,vertebrate
7,n01843065,jacamar,n01838038,piciform bird,n01503061,bird
7,n01843383,toucan,n01838038,piciform bird,n01503061,bird
6,n01844917,aquatic bird,n01503061,bird,n01471682,vertebrate
7,n01845132,waterfowl,n01844917,aquatic bird,n01503061,bird
8,n01845477,anseriform bird,n01845132,waterfowl,n01844917,aquatic bird
9,n01855672,goose,n01845477,anseriform bird,n01845132,waterfowl
9,n01846331,duck,n01845477,anseriform bird,n01845132,waterfowl
10,n01847000,drake,n01846331,duck,n01845477,anseriform bird
10,n01852861,sea duck,n01846331,duck,n01845477,anseriform bird
11,n01854415,merganser,n01852861,sea duck,n01846331,duck
12,n01855032,red-breasted merganser,n01854415,merganser,n01852861,sea duck
7,n01858441,swan,n01844917,aquatic bird,n01503061,bird
8,n01860187,black swan,n01858441,swan,n01844917,aquatic bird
7,n02000954,wading bird,n01844917,aquatic bird,n01503061,bird
8,n02002075,stork,n02000954,wading bird,n01844917,aquatic bird
9,n02002556,white stork,n02002075,stork,n02000954,wading bird
9,n02002724,black stork,n02002075,stork,n02000954,wading bird
8,n02006656,spoonbill,n02000954,wading bird,n01844917,aquatic bird
8,n02007558,flamingo,n02000954,wading bird,n01844917,aquatic bird
8,n02008041,heron,n02000954,wading bird,n01844917,aquatic bird
9,n02008796,egret,n02008041,heron,n02000954,wading bird
10,n02009912,american egret,n02008796,egret,n02008041,heron
9,n02009229,little blue heron,n02008041,heron,n02000954,wading bird
9,n02011460,bittern,n02008041,heron,n02000954,wading bird
8,n02013706,limpkin,n02000954,wading bird,n01844917,aquatic bird
8,n02014941,rail,n02000954,wading bird,n01844917,aquatic bird
9,n02018027,coot,n02014941,rail,n02000954,wading bird
10,n02018207,american coot,n02018027,coot,n02014941,rail
8,n02018795,bustard,n02000954,wading bird,n01844917,aquatic bird
8,n02022684,shorebird,n02000954,wading bird,n01844917,aquatic bird
9,n02023341,plover,n02022684,shorebird,n02000954,wading bird
10,n02025043,turnstone,n02023341,plover,n02022684,shorebird
11,n02025239,ruddy turnstone,n02025043,turnstone,n02023341,plover
9,n02026059,sandpiper,n02022684,shorebird,n02000954,wading bird
10,n02027492,red-backed sandpiper,n02026059,sandpiper,n02022684,shorebird
10,n02028035,redshank,n02026059,sandpiper,n02022684,shorebird
9,n02031934,snipe,n02022684,shorebird,n02000954,wading bird
10,n02033041,dowitcher,n02031934,snipe,n02022684,shorebird
9,n02037110,oystercatcher,n02022684,shorebird,n02000954,wading bird
7,n02016358,gallinule,n01844917,aquatic bird,n01503061,bird
8,n02016956,purple gallinule,n02016358,gallinule,n01844917,aquatic bird
9,n02017213,european gallinule,n02016956,purple gallinule,n02016358,gallinule
7,n02021795,seabird,n01844917,aquatic bird,n01503061,bird
8,n02051474,pelecaniform seabird,n02021795,seabird,n01844917,aquatic bird
9,n02051845,pelican,n02051474,pelecaniform seabird,n02021795,seabird
8,n02055658,sphenisciform seabird,n02021795,seabird,n01844917,aquatic bird
9,n02055803,penguin,n02055658,sphenisciform seabird,n02021795,seabird
10,n02056570,king penguin,n02055803,penguin,n02055658,sphenisciform seabird
8,n02057731,pelagic bird,n02021795,seabird,n01844917,aquatic bird
9,n02058221,albatross,n02057731,pelagic bird,n02021795,seabird
5,n01661091,reptile,n01471682,vertebrate,n01466257,chordate
6,n01661592,anapsid,n01661091,reptile,n01471682,vertebrate
7,n01662622,chelonian,n01661592,anapsid,n01661091,reptile
8,n01662784,turtle,n01662622,chelonian,n01661592,anapsid
9,n01663401,sea turtle,n01662784,turtle,n01662622,chelonian
10,n01664065,loggerhead,n01663401,sea turtle,n01662784,turtle
10,n01665541,leatherback turtle,n01663401,sea turtle,n01662784,turtle
9,n01667114,mud turtle,n01662784,turtle,n01662622,chelonian
9,n01667778,terrapin,n01662784,turtle,n01662622,chelonian
9,n01669191,box turtle,n01662784,turtle,n01662622,chelonian
6,n01661818,diapsid,n01661091,reptile,n01471682,vertebrate
7,n01674216,saurian,n01661818,diapsid,n01661091,reptile
8,n01674464,lizard,n01674216,saurian,n01661818,diapsid
9,n01674990,gecko,n01674464,lizard,n01674216,saurian
10,n01675722,banded gecko,n01674990,gecko,n01674464,lizard
9,n01676755,iguanid,n01674464,lizard,n01674216,saurian
10,n01677366,common iguana,n01676755,iguanid,n01674464,lizard
10,n01682714,american chameleon,n01676755,iguanid,n01674464,lizard
9,n01685439,teiid lizard,n01674464,lizard,n01674216,saurian
10,n01685808,whiptail,n01685439,teiid lizard,n01674464,lizard
9,n01687665,agamid,n01674464,lizard,n01674216,saurian
10,n01687978,agama,n01687665,agamid,n01674464,lizard
10,n01688243,frilled lizard,n01687665,agamid,n01674464,lizard
9,n01689411,anguid lizard,n01674464,lizard,n01674216,saurian
10,n01689811,alligator lizard,n01689411,anguid lizard,n01674464,lizard
9,n01691951,venomous lizard,n01674464,lizard,n01674216,saurian
10,n01692333,gila monster,n01691951,venomous lizard,n01674464,lizard
9,n01692864,lacertid lizard,n01674464,lizard,n01674216,saurian
10,n01693334,green lizard,n01692864,lacertid lizard,n01674464,lizard
9,n01693783,chameleon,n01674464,lizard,n01674216,saurian
10,n01694178,african chameleon,n01693783,chameleon,n01674464,lizard
10,n01695060,komodo dragon,n01694709,monitor,no_id,no_grandparent
7,n01695681,archosaur,n01661818,diapsid,n01661091,reptile
8,n01699831,dinosaur,n01695681,archosaur,n01661818,diapsid
9,n01700470,ornithischian,n01699831,dinosaur,n01695681,archosaur
10,n01703569,ceratopsian,n01700470,ornithischian,n01699831,dinosaur
11,n01704323,triceratops,n01703569,ceratopsian,n01700470,ornithischian
7,n01696633,crocodilian reptile,n01661818,diapsid,n01661091,reptile
8,n01698434,alligator,n01696633,crocodilian reptile,n01661818,diapsid
9,n01698640,american alligator,n01698434,alligator,n01696633,crocodilian reptile
8,n01697178,crocodile,n01696633,crocodilian reptile,n01661818,diapsid
9,n01697457,african crocodile,n01697178,crocodile,n01696633,crocodilian reptile
7,n01726692,snake,n01661818,diapsid,n01661091,reptile
8,n01727646,colubrid snake,n01726692,snake,n01661818,diapsid
9,n01728572,thunder snake,n01727646,colubrid snake,n01726692,snake
9,n01728920,ringneck snake,n01727646,colubrid snake,n01726692,snake
9,n01729322,hognose snake,n01727646,colubrid snake,n01726692,snake
9,n01729977,green snake,n01727646,colubrid snake,n01726692,snake
9,n01734418,king snake,n01727646,colubrid snake,n01726692,snake
9,n01735189,garter snake,n01727646,colubrid snake,n01726692,snake
9,n01737021,water snake,n01727646,colubrid snake,n01726692,snake
9,n01739381,vine snake,n01727646,colubrid snake,n01726692,snake
9,n01740131,night snake,n01727646,colubrid snake,n01726692,snake
8,n01741562,constrictor,n01726692,snake,n01661818,diapsid
9,n01741943,boa,n01741562,constrictor,n01726692,snake
10,n01742172,boa constrictor,n01741943,boa,n01741562,constrictor
10,n01743605,python,n01741943,boa,n01741562,constrictor
11,n01744401,rock python,n01743605,python,n01741943,boa
8,n01745125,elapid,n01726692,snake,n01661818,diapsid
9,n01747885,cobra,n01745125,elapid,n01726692,snake
10,n01748264,indian cobra,n01747885,cobra,n01745125,elapid
9,n01749582,mamba,n01745125,elapid,n01726692,snake
10,n01749742,black mamba,n01749582,mamba,n01745125,elapid
11,n01749939,green mamba,n01749742,black mamba,n01749582,mamba
8,n01751748,sea snake,n01726692,snake,n01661818,diapsid
8,n01752165,viper,n01726692,snake,n01661818,diapsid
9,n01753488,horned viper,n01752165,viper,n01726692,snake
9,n01753959,pit viper,n01752165,viper,n01726692,snake
10,n01754876,rattlesnake,n01753959,pit viper,n01752165,viper
11,n01755581,diamondback,n01754876,rattlesnake,n01753959,pit viper
11,n01756291,sidewinder,n01754876,rattlesnake,n01753959,pit viper
6,n01639765,frog,n01627424,amphibian,no_id,no_grandparent
7,n01640846,true frog,n01639765,frog,n01627424,amphibian
8,n01641577,bullfrog,n01640846,true frog,n01639765,frog
7,n01644373,tree frog,n01639765,frog,n01627424,amphibian
7,n01644900,tailed frog,n01639765,frog,n01627424,amphibian
6,n01629276,salamander,n01627424,amphibian,no_id,no_grandparent
7,n01629819,european fire salamander,n01629276,salamander,n01627424,amphibian
7,n01630284,newt,n01629276,salamander,n01627424,amphibian
8,n01630670,common newt,n01630284,newt,n01629276,salamander
8,n01631663,eft,n01630284,newt,n01629276,salamander
7,n01632047,ambystomid,n01629276,salamander,n01627424,amphibian
8,n01632458,spotted salamander,n01632047,ambystomid,n01629276,salamander
8,n01632777,axolotl,n01632047,ambystomid,n01629276,salamander
5,n01473806,aquatic vertebrate,n01471682,vertebrate,n01466257,chordate
6,n02512053,fish,n01473806,aquatic vertebrate,n01471682,vertebrate
7,n01480516,cartilaginous fish,n02512053,fish,n01473806,aquatic vertebrate
8,n01482071,elasmobranch,n01480516,cartilaginous fish,n02512053,fish
9,n01495701,ray,n01482071,elasmobranch,n01480516,cartilaginous fish
10,n01496331,electric ray,n01495701,ray,n01482071,elasmobranch
10,n01498041,stingray,n01495701,ray,n01482071,elasmobranch
9,n01482330,shark,n01482071,elasmobranch,n01480516,cartilaginous fish
10,n01483522,mackerel shark,n01482330,shark,n01482071,elasmobranch
11,n01484850,great white shark,n01483522,mackerel shark,n01482330,shark
10,n01488918,requiem shark,n01482330,shark,n01482071,elasmobranch
11,n01491361,tiger shark,n01488918,requiem shark,n01482330,shark
10,n01494475,hammerhead,n01482330,shark,n01482071,elasmobranch
7,n02512938,food fish,n02512053,fish,n01473806,aquatic vertebrate
8,n02514041,barracouta,n02512938,food fish,n02512053,fish
8,n02534734,salmon,n02512938,food fish,n02512053,fish
9,n02536864,coho,n02534734,salmon,n02512938,food fish
7,n02514825,bony fish,n02512053,fish,n01473806,aquatic vertebrate
8,n02528163,teleost fish,n02514825,bony fish,n02512053,fish
9,n01428580,soft-finned fish,n02528163,teleost fish,n02514825,bony fish
10,n01438208,cypriniform fish,n01428580,soft-finned fish,n02528163,teleost fish
11,n01439121,cyprinid,n01438208,cypriniform fish,n01428580,soft-finned fish
12,n01440764,tench,n01439121,cyprinid,n01438208,cypriniform fish
12,n01443537,goldfish,n01439121,cyprinid,n01438208,cypriniform fish
10,n02526121,eel,n01428580,soft-finned fish,n02528163,teleost fish
9,n02552171,spiny-finned fish,n02528163,teleost fish,n02514825,bony fish
10,n02554730,percoid fish,n02552171,spiny-finned fish,n02528163,teleost fish
11,n02605316,butterfly fish,n02554730,percoid fish,n02552171,spiny-finned fish
12,n02606052,rock beauty,n02605316,butterfly fish,n02554730,percoid fish
11,n02606384,damselfish,n02554730,percoid fish,n02552171,spiny-finned fish
12,n02607072,anemone fish,n02606384,damselfish,n02554730,percoid fish
10,n02642107,scorpaenoid,n02552171,spiny-finned fish,n02528163,teleost fish
11,n02642644,scorpaenid,n02642107,scorpaenoid,n02552171,spiny-finned fish
12,n02643566,lionfish,n02642644,scorpaenid,n02642107,scorpaenoid
10,n02652668,plectognath,n02552171,spiny-finned fish,n02528163,teleost fish
11,n02655020,puffer,n02652668,plectognath,n02552171,spiny-finned fish
9,n02638596,ganoid,n02528163,teleost fish,n02514825,bony fish
10,n02640242,sturgeon,n02638596,ganoid,n02528163,teleost fish
10,n02641379,gar,n02638596,ganoid,n02528163,teleost fish
